clazz,round0,round1,round2,round3,round4,round5,avg.
com.google.common.jimfs.Configuration,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
com.google.common.jimfs.PathURLConnection,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
com.google.common.jimfs.UserDefinedAttributeProvider,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
com.google.common.jimfs.PathMatchers,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
com.google.common.jimfs.FileFactory$DirectorySupplier,0.0004,0.0004,0.0004,0.0004,0.0004,0.0005,0.0004
com.google.common.jimfs.BasicAttributeProvider$View,0.0005,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
com.google.common.jimfs.InternalCharMatcher,0.0005,0.0004,0.0004,0.0004,0.0004,0.0005,0.0004
com.google.common.jimfs.GlobToRegex$3,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
com.google.common.jimfs.GlobToRegex$1,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
com.google.common.jimfs.GlobToRegex$4,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
com.google.common.jimfs.FileFactory$RegularFileSupplier,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
com.google.common.jimfs.GlobToRegex$6,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
com.google.common.jimfs.SymbolicLink,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0003
com.google.common.jimfs.PathMatchers$RegexPathMatcher,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
com.google.common.jimfs.PathNormalization$5,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
com.google.common.jimfs.GlobToRegex$5,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
com.google.common.jimfs.UserLookupService$JimfsUserPrincipal,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
com.google.common.jimfs.Handler,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
com.google.common.jimfs.WatchServiceConfiguration$PollingConfig,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003
com.google.common.jimfs.UserDefinedAttributeProvider$View,0.0003,0.0003,0.0003,0.0002,0.0003,0.0003,0.0003
com.google.common.jimfs.DosAttributeProvider$Attributes,0.0002,0.0002,0.0003,0.0002,0.0002,0.0003,0.0002
com.google.common.jimfs.OwnerAttributeProvider$View,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002
com.google.common.jimfs.UserLookupService,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.google.common.jimfs.UserLookupService$NamedPrincipal,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.google.common.jimfs.DosAttributeProvider$View,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.google.common.jimfs.PosixAttributeProvider$View,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.google.common.jimfs.FileFactory$SymbolicLinkSupplier,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.google.common.jimfs.AclAttributeProvider$View,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.google.common.jimfs.UserLookupService$JimfsGroupPrincipal,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.google.common.jimfs.GlobToRegex$2,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.google.common.jimfs.PathNormalization$4,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.google.common.jimfs.PathNormalization$2,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.google.common.jimfs.PathNormalization$3,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.google.common.jimfs.AbstractAttributeView,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.google.common.jimfs.DowngradedSeekableByteChannel,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.google.common.jimfs.JimfsSecureDirectoryStream$1,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.google.common.jimfs.JimfsSecureDirectoryStream$2,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.google.common.jimfs.PosixAttributeProvider$Attributes,0.0002,0.0000,0.0001,0.0002,0.0001,0.0002,0.0001
com.google.common.jimfs.FileSystemView$1,0.0001,0.0001,0.0000,0.0001,0.0001,0.0002,0.0001
com.google.common.jimfs.DowngradedDirectoryStream,0.0000,0.0000,0.0000,0.0001,0.0001,0.0002,0.0001
com.google.common.jimfs.JimfsFileSystem$1,0.0001,0.0000,0.0001,0.0001,0.0000,0.0000,0.0001
com.google.common.jimfs.WatchServiceConfiguration,0.0000,0.0000,0.0000,0.0001,0.0000,0.0001,0.0000
com.google.common.jimfs.JimfsAsynchronousFileChannel$CompletionHandlerCallback,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
