clazz,round0,round1,round2,round3,round4,round5,avg.
org.apache.empire.dbms.hsql.DBMSHandlerHSql,0.0007,0.0007,0.0009,0.0011,0.0013,0.0013,0.0010
org.apache.empire.db.DBRecordData,0.0009,0.0008,0.0007,0.0009,0.0012,0.0009,0.0009
org.apache.empire.commons.OptionEntry,0.0006,0.0008,0.0008,0.0012,0.0009,0.0005,0.0008
org.apache.empire.dbms.derby.DBMSHandlerDerby,0.0007,0.0007,0.0006,0.0009,0.0009,0.0008,0.0008
org.apache.empire.data.DataType,0.0007,0.0006,0.0007,0.0008,0.0010,0.0006,0.0007
org.apache.empire.dbms.hsql.DBCommandHSql,0.0005,0.0004,0.0005,0.0004,0.0007,0.0004,0.0005
org.apache.empire.db.DBQuery,0.0004,0.0004,0.0005,0.0004,0.0006,0.0005,0.0005
org.apache.empire.db.DBRelation$DBReference,0.0004,0.0005,0.0004,0.0005,0.0005,0.0004,0.0004
org.apache.empire.dbms.sqlite.SQLiteDDLGenerator,0.0004,0.0003,0.0005,0.0004,0.0006,0.0004,0.0004
org.apache.empire.db.DBIndex$DBIndexType,0.0004,0.0004,0.0004,0.0005,0.0004,0.0004,0.0004
org.apache.empire.db.DBRelation,0.0004,0.0004,0.0004,0.0005,0.0005,0.0004,0.0004
org.apache.empire.db.expr.column.DBCountExpr,0.0003,0.0003,0.0003,0.0003,0.0002,0.0003,0.0003
org.apache.empire.db.expr.column.DBAbstractFuncExpr,0.0003,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002
org.apache.empire.dbms.h2.DBMSHandlerH2,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0002
org.apache.empire.data.list.DataListEntry,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002
org.apache.empire.db.expr.column.DBAliasExpr,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.empire.xml.XMLUtil,0.0002,0.0001,0.0001,0.0002,0.0002,0.0003,0.0002
org.apache.empire.db.expr.column.DBCoalesceExpr,0.0003,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002
org.apache.empire.commons.ClassUtils,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001
org.apache.empire.dbms.mysql.DBMSHandlerMySQL$DBSQLBuilderMySQL,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001
org.apache.empire.commons.Attributes$Attribute,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001
org.apache.empire.db.expr.compare.DBCompareAndOrExpr,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001
org.apache.empire.exceptions.EmpireException,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001
org.apache.empire.commons.ArraySet,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.apache.empire.db.expr.column.DBFuncExpr,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.apache.empire.data.list.DataListHead,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.apache.empire.dbms.DBSqlPhrase,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000,0.0001
org.apache.empire.dbms.mysql.DBMSHandlerMySQL$DBCommandMySQL,0.0001,0.0000,0.0001,0.0001,0.0001,0.0000,0.0001
