clazz,method,methodDesc,indexes,mutator,test,default,single-group,single-group_errors-at-the-end,by-proportions
org.jfree.data.time.Week,getLastMillisecond,(Ljava/util/Calendar;)J,[10],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.data.time.WeekTest.[engine:junit-jupiter]/[class:org.jfree.data.time.WeekTest]/[method:testGetLastMillisecond()],True,True,True,
org.jfree.data.time.Week,getLastMillisecond,(Ljava/util/Calendar;)J,[10],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.data.time.WeekTest.[engine:junit-jupiter]/[class:org.jfree.data.time.WeekTest]/[method:testGetLastMillisecondWithCalendar()],True,True,True,
org.jfree.data.time.Week,getLastMillisecond,(Ljava/util/Calendar;)J,[10],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.data.time.WeekTest.[engine:junit-jupiter]/[class:org.jfree.data.time.WeekTest]/[method:testGetEnd()],True,True,True,
org.jfree.data.time.Week,getLastMillisecond,(Ljava/util/Calendar;)J,[10],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.data.time.WeekTest.[engine:junit-jupiter]/[class:org.jfree.data.time.WeekTest]/[method:testWeek532005()],,True,,False
org.jfree.data.time.Week,getLastMillisecond,(Ljava/util/Calendar;)J,[10],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.data.time.WeekTest.[engine:junit-jupiter]/[class:org.jfree.data.time.WeekTest]/[method:testWeek12005()],,True,,False
org.jfree.data.time.Hour,<init>,(Ljava/util/Date;Ljava/util/Calendar;)V,[19],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.data.time.HourTest.[engine:junit-jupiter]/[class:org.jfree.data.time.HourTest]/[method:testDateConstructorWithThreadLocalCalendar()],,False,False,False
org.jfree.data.time.Hour,<init>,(Ljava/util/Date;Ljava/util/Calendar;)V,[19],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.data.time.HourTest.[engine:junit-jupiter]/[class:org.jfree.data.time.HourTest]/[method:testDateConstructorWithCalendarPrototype()],,False,False,False
org.jfree.data.time.Hour,<init>,(Ljava/util/Date;Ljava/util/Calendar;)V,[19],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.data.time.HourTest.[engine:junit-jupiter]/[class:org.jfree.data.time.HourTest]/[method:testNextWithThreadLocalCalendar()],,False,False,False
org.jfree.data.time.Hour,<init>,(Ljava/util/Date;Ljava/util/Calendar;)V,[19],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.data.time.HourTest.[engine:junit-jupiter]/[class:org.jfree.data.time.HourTest]/[method:testNextWithCalendarPrototype()],,False,False,False
org.jfree.data.time.Hour,<init>,(Ljava/util/Date;Ljava/util/Calendar;)V,[19],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.data.time.MinuteTest.[engine:junit-jupiter]/[class:org.jfree.data.time.MinuteTest]/[method:testMinuteHourConstructorWithThreadLocalCalendar()],,False,False,False
org.jfree.data.time.Hour,<init>,(Ljava/util/Date;Ljava/util/Calendar;)V,[19],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.data.time.MinuteTest.[engine:junit-jupiter]/[class:org.jfree.data.time.MinuteTest]/[method:testMinuteHourConstructorWithCalendarPrototype()],,False,False,False
org.jfree.chart.plot.PiePlot,drawLeftLabels,(Lorg/jfree/data/KeyedValues;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/awt/geom/Rectangle2D;FLorg/jfree/chart/plot/PiePlotState;)V,[169],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,org.jfree.chart.plot.PiePlotTest.[engine:junit-jupiter]/[class:org.jfree.chart.plot.PiePlotTest]/[method:testDrawWithNullLegendLabels()],,,,
org.jfree.chart.plot.PiePlot,drawLeftLabels,(Lorg/jfree/data/KeyedValues;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/awt/geom/Rectangle2D;FLorg/jfree/chart/plot/PiePlotState;)V,[169],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,org.jfree.chart.PieChart3DTest.[engine:junit-jupiter]/[class:org.jfree.chart.PieChart3DTest]/[method:testNullValueInDataset()],,,,
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[46],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testSetSeriesURLGenerator()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[46],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testSetSeriesToolTipGenerator()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[46],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testReplaceDataset()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[46],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testDrawWithNullInfo()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[5],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testSetSeriesURLGenerator()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[5],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testSetSeriesToolTipGenerator()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[5],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testReplaceDataset()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[5],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testDrawWithNullInfo()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[17],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testSetSeriesURLGenerator()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[17],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testSetSeriesToolTipGenerator()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[17],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testReplaceDataset()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[17],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testDrawWithNullInfo()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[41],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testSetSeriesURLGenerator()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[41],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testSetSeriesToolTipGenerator()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[41],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testReplaceDataset()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[41],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testDrawWithNullInfo()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[53],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testSetSeriesURLGenerator()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[53],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testSetSeriesToolTipGenerator()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[53],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testReplaceDataset()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[53],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testDrawWithNullInfo()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[69],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testSetSeriesURLGenerator()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[69],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testSetSeriesToolTipGenerator()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[69],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testReplaceDataset()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[69],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testDrawWithNullInfo()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[84],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testSetSeriesURLGenerator()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[84],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testSetSeriesToolTipGenerator()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[84],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testReplaceDataset()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[84],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testDrawWithNullInfo()],,,,True
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[88],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testSetSeriesURLGenerator()],,,,False
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[88],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testSetSeriesToolTipGenerator()],,,,False
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[88],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testReplaceDataset()],,,,False
org.jfree.chart.ChartFactory,createAreaChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[88],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,org.jfree.chart.AreaChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.AreaChartTest]/[method:testDrawWithNullInfo()],,,,False
org.jfree.chart.ChartFactory,createBarChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;)Lorg/jfree/chart/JFreeChart;,[12],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,org.jfree.chart.axis.NumberAxisTest.[engine:junit-jupiter]/[class:org.jfree.chart.axis.NumberAxisTest]/[method:testAutoRange1()],,,,False
org.jfree.chart.ChartFactory,createBarChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;)Lorg/jfree/chart/JFreeChart;,[12],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,org.jfree.chart.axis.LogAxisTest.[engine:junit-jupiter]/[class:org.jfree.chart.axis.LogAxisTest]/[method:testAutoRange1()],,,,False
org.jfree.chart.ChartFactory,createBarChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;)Lorg/jfree/chart/JFreeChart;,[12],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSerialization3()],,,,True
org.jfree.chart.ChartFactory,createBarChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[30],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.plot.CategoryPlotTest.[engine:junit-jupiter]/[class:org.jfree.chart.plot.CategoryPlotTest]/[method:testSerialization3()],,,,True
org.jfree.chart.ChartFactory,createBarChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[30],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.plot.CategoryPlotTest.[engine:junit-jupiter]/[class:org.jfree.chart.plot.CategoryPlotTest]/[method:testSerialization4()],,,,True
org.jfree.chart.ChartFactory,createBarChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[30],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.axis.NumberAxisTest.[engine:junit-jupiter]/[class:org.jfree.chart.axis.NumberAxisTest]/[method:testAutoRange4()],,,,True
org.jfree.chart.ChartFactory,createBarChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[30],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.axis.NumberAxisTest.[engine:junit-jupiter]/[class:org.jfree.chart.axis.NumberAxisTest]/[method:testAutoRange1()],,,,True
org.jfree.chart.ChartFactory,createBarChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[30],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.BarChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.BarChartTest]/[method:testSetSeriesURLGenerator()],,,,True
org.jfree.chart.ChartFactory,createBarChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[30],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.BarChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.BarChartTest]/[method:testSetSeriesToolTipGenerator()],,,,True
org.jfree.chart.ChartFactory,createBarChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[30],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.axis.LogAxisTest.[engine:junit-jupiter]/[class:org.jfree.chart.axis.LogAxisTest]/[method:testAutoRange1()],,,,True
org.jfree.chart.ChartFactory,createBarChart,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,[30],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.BarChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.BarChartTest]/[method:testReplaceDataset()],,,,True
