clazz,method,methodDesc,indexes,mutator,default,sgl_grp,def_ln-freq_def,def_def_shuf,clz_clz-cvg_def,clz_ln-cvg_def,n-tst_clz-cvg_def,n-tst_ln-cvg_def,n-tst_clz-sim_def,n-tst_clz-diff_def,n-tst_clz-ext_def,n-tst_ln-ext_def,01-tst_clz-cvg_def,01-tst_ln-cvg_def
org.apache.empire.db.DBTableColumn,getRecordDefaultValue,(Ljava/sql/Connection;)Ljava/lang/Object;,[46],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.db.DBTableColumn,getSize,()D,[5],org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,KILLED,SURVIVED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.db.DBTableColumn,isAutoGenerated,()Z,[5],org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanFalseReturnValsMutator,KILLED,KILLED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
org.apache.empire.db.DBTableColumn,isAutoGenerated,()Z,[5],org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,SURVIVED,SURVIVED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.db.DBTableColumn,isRequired,()Z,[5],org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
org.apache.empire.db.DBTableColumn,validateValue,(Ljava/lang/Object;)Ljava/lang/Object;,[9],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,SURVIVED,SURVIVED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.commons.Attributes,get,(Ljava/lang/String;)Ljava/lang/Object;,[5],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.db.DBCommandExpr,addListExpr,(Lorg/apache/empire/db/DBSQLBuilder;Ljava/util/List;JLjava/lang/String;)V,[10],org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.db.DBColumn,addSQL,(Lorg/apache/empire/db/DBSQLBuilder;J)V,[5],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,KILLED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.db.DBColumn,equals,(Ljava/lang/Object;)Z,[27],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
org.apache.empire.db.DBColumn,equals,(Ljava/lang/Object;)Z,[9],org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanFalseReturnValsMutator,KILLED,SURVIVED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.db.DBColumn,equals,(Ljava/lang/Object;)Z,[54],org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.db.DBColumn,getDatabase,()Lorg/apache/empire/db/DBDatabase;,[5],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.db.DBColumn,to,(Ljava/lang/Object;)Lorg/apache/empire/db/expr/set/DBSetExpr;,[8],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.db.DBCmdParamList,completeParamUsage,(Lorg/apache/empire/db/DBCommand;)V,[5],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,KILLED,SURVIVED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.db.DBCmdParamList,getParamValues,()[Ljava/lang/Object;,[66],org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,KILLED,SURVIVED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.db.DBCmdParamList,getParamValues,()[Ljava/lang/Object;,[8],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.db.DBCmdParamList,getParamValues,()[Ljava/lang/Object;,[66],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
org.apache.empire.db.DBCmdParamList,getParamValues,()[Ljava/lang/Object;,[86],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.db.DBCmdParamList,notifyParamUsage,(Lorg/apache/empire/db/DBCmdParam;)V,[53],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
org.apache.empire.db.DBCmdParamList,resetParamUsage,(Lorg/apache/empire/db/DBCommand;)V,[10],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,KILLED,KILLED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
org.apache.empire.db.DBCmdParamList,resetParamUsage,(Lorg/apache/empire/db/DBCommand;)V,[36],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,KILLED,KILLED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
org.apache.empire.db.context.DBContextBase,createUtils,()Lorg/apache/empire/db/DBUtils;,[7],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.db.context.DBContextBase,getUtils,()Lorg/apache/empire/db/DBUtils;,[5],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.db.DBCmdParam,getCmdParamValue,(Ljava/lang/Object;)Ljava/lang/Object;,[107],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
org.apache.empire.db.DBCmdParam,getValue,()Ljava/lang/Object;,[5],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,SURVIVED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.db.expr.set.DBSetExpr,addSQL,(Lorg/apache/empire/db/DBSQLBuilder;J)V,[5],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED
org.apache.empire.db.context.DBContextStatic,isPreparedStatementsEnabled,()Z,[5],org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
org.apache.empire.dbms.derby.DerbyDDLGenerator,appendColumnDesc,(Lorg/apache/empire/db/DBTableColumn;ZLorg/apache/empire/db/DBSQLBuilder;)V,[10],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
org.apache.empire.dbms.derby.DerbyDDLGenerator,appendColumnDesc,(Lorg/apache/empire/db/DBTableColumn;ZLorg/apache/empire/db/DBSQLBuilder;)V,[6],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
org.apache.empire.db.DBRecordBase$State,isEqualOrMore,(Lorg/apache/empire/db/DBRecordBase$State;)Z,[7],org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,SURVIVED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED
org.apache.empire.db.DBRecordBase$State,isEqualOrMore,(Lorg/apache/empire/db/DBRecordBase$State;)Z,[7],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED
org.apache.empire.db.DBRecordBase$State,isLess,(Lorg/apache/empire/db/DBRecordBase$State;)Z,[7],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,SURVIVED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.db.DBRecordBase$State,isLess,(Lorg/apache/empire/db/DBRecordBase$State;)Z,[15],org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED
org.apache.empire.dbms.h2.H2DDLGenerator,<init>,(Lorg/apache/empire/dbms/h2/DBMSHandlerH2;)V,[9],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED
org.apache.empire.db.DBSQLScript$SQLStmt,getParams,()[Ljava/lang/Object;,[5],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,SURVIVED,FLAKY,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
org.apache.empire.db.DBObject,checkParamNull,(Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;,[4],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,KILLED
