clazz,method,methodDesc,indexes,mutator,default,sgl_grp,def_ln-freq_def,def_def_shuf,clz_clz-cvg_def,clz_ln-cvg_def,n-tst_clz-cvg_def,n-tst_ln-cvg_def,n-tst_clz-sim_def,n-tst_clz-diff_def,n-tst_clz-ext_def,n-tst_ln-ext_def,01-tst_clz-cvg_def,01-tst_ln-cvg_def
com.google.common.jimfs.JimfsPath,getName,(I)Lcom/google/common/jimfs/JimfsPath;,[28],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsPath,hashCode,()I,[7],org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsPath,isNormal,()Z,[66],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsPath,isNormal,()Z,[87],org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanFalseReturnValsMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsPath,relativize,(Ljava/nio/file/Path;)Lcom/google/common/jimfs/JimfsPath;,[114],org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsPath,startsWith,(Ljava/util/List;Ljava/util/List;)Z,[23],org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsPath,subpath,(II)Lcom/google/common/jimfs/JimfsPath;,[14],org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsPath,subpath,(II)Lcom/google/common/jimfs/JimfsPath;,[39],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.Directory,bucketIndex,(Lcom/google/common/jimfs/Name;I)I,[9],org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,SURVIVED,SURVIVED,KILLED,SURVIVED,KILLED,KILLED,FLAKY,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.Directory,expandIfNeeded,()Z,[7],org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,SURVIVED,SURVIVED,KILLED,SURVIVED,KILLED,KILLED,FLAKY,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.Directory,expandIfNeeded,()Z,[94],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,SURVIVED,FLAKY,FLAKY,FLAKY,FLAKY,FLAKY,FLAKY,KILLED,FLAKY,SURVIVED,FLAKY,FLAKY,FLAKY,KILLED
com.google.common.jimfs.PathService,hash,(Lcom/google/common/jimfs/JimfsPath;)I,[9],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED
com.google.common.jimfs.PathService,hash,(Lcom/google/common/jimfs/JimfsPath;)I,[13],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED
com.google.common.jimfs.PathService,hash,(Lcom/google/common/jimfs/JimfsPath;)I,[34],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED
com.google.common.jimfs.PathService,hash,(Lcom/google/common/jimfs/JimfsPath;)I,[45],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED
com.google.common.jimfs.PathService,hash,(Lcom/google/common/jimfs/JimfsPath;)I,[65],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PathService,hash,(Lcom/google/common/jimfs/JimfsPath;)I,[68],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PathService,hash,(Lcom/google/common/jimfs/JimfsPath;)I,[81],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PathService,hash,(Lcom/google/common/jimfs/JimfsPath;)I,[93],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PathService,hash,(Lcom/google/common/jimfs/JimfsPath;)I,[113],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PathService,hash,(Lcom/google/common/jimfs/JimfsPath;)I,[117],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PathService,hash,(Lcom/google/common/jimfs/JimfsPath;)I,[104],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PathService,hash,(Lcom/google/common/jimfs/JimfsPath;)I,[126],org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED
com.google.common.jimfs.PathService,setFileSystem,(Ljava/nio/file/FileSystem;)V,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED
com.google.common.jimfs.PathService,toUri,(Ljava/net/URI;Lcom/google/common/jimfs/JimfsPath;)Ljava/net/URI;,[7],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsFileStore,directoryCreator,()Lcom/google/common/base/Supplier;,[5],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,KILLED,SURVIVED,KILLED,SURVIVED,KILLED,KILLED,KILLED,KILLED,FLAKY,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsFileStore,getTotalSpace,()J,[5],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsFileStore,readAttributes,(Lcom/google/common/jimfs/File;Ljava/lang/Class;)Ljava/nio/file/attribute/BasicFileAttributes;,[5],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsFileStore,regularFileCreator,()Lcom/google/common/base/Supplier;,[5],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsFileStore,setInitialAttributes,(Lcom/google/common/jimfs/File;[Ljava/nio/file/attribute/FileAttribute;)V,[5],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsFileStore,symbolicLinkCreator,(Lcom/google/common/jimfs/JimfsPath;)Lcom/google/common/base/Supplier;,[5],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED
com.google.common.jimfs.Configuration$Builder,<init>,(Lcom/google/common/jimfs/Configuration;)V,[121],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.Configuration$Builder,<init>,(Lcom/google/common/jimfs/Configuration;)V,[145],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.Configuration$Builder,checkNormalizations,(Ljava/util/List;)Lcom/google/common/collect/ImmutableSet;,[36],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.Configuration$Builder,setBlockSize,(I)Lcom/google/common/jimfs/Configuration$Builder;,[4],org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.Configuration$Builder,setBlockSize,(I)Lcom/google/common/jimfs/Configuration$Builder;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.Configuration$Builder,setDisplayName,(Ljava/lang/String;)Lcom/google/common/jimfs/Configuration$Builder;,[11],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.Configuration$Builder,setMaxCacheSize,(J)Lcom/google/common/jimfs/Configuration$Builder;,[6],org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.Configuration$Builder,setMaxCacheSize,(J)Lcom/google/common/jimfs/Configuration$Builder;,[16],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.Configuration$Builder,setMaxSize,(J)Lcom/google/common/jimfs/Configuration$Builder;,[6],org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.Configuration$Builder,setMaxSize,(J)Lcom/google/common/jimfs/Configuration$Builder;,[16],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.FileTree,followSymbolicLink,(Lcom/google/common/jimfs/File;Lcom/google/common/jimfs/SymbolicLink;I)Lcom/google/common/jimfs/DirectoryEntry;,[5],org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.WindowsPathType,isReserved,(C)Z,[15],org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED
com.google.common.jimfs.JimfsFileSystem,toPath,(Ljava/net/URI;)Lcom/google/common/jimfs/JimfsPath;,[6],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsFileSystem,toUri,(Lcom/google/common/jimfs/JimfsPath;)Ljava/net/URI;,[6],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED
com.google.common.jimfs.Configuration,forCurrentPlatform,()Lcom/google/common/jimfs/Configuration;,[11],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,KILLED,KILLED,SURVIVED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.Configuration,forCurrentPlatform,()Lcom/google/common/jimfs/Configuration;,[22],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsOutputStream,close,()V,[11],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsOutputStream,write,(I)V,[46],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsOutputStream,write,(I)V,"[52, 63]",org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsOutputStream,write,([BII)V,[9],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsOutputStream,writeInternal,([BII)V,[47],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsOutputStream,writeInternal,([BII)V,"[65, 53]",org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PosixAttributeProvider,attributesType,()Ljava/lang/Class;,[4],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PathType,appendToRegex,(CLjava/lang/StringBuilder;)V,[5],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PathType,createSplitter,(C[C)Lcom/google/common/base/Splitter;,[5],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PathType,createSplitter,(C[C)Lcom/google/common/base/Splitter;,[29],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PathType,createSplitter,(C[C)Lcom/google/common/base/Splitter;,[52],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PathType,createSplitter,(C[C)Lcom/google/common/base/Splitter;,[11],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,KILLED,KILLED,KILLED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PathType,createSplitter,(C[C)Lcom/google/common/base/Splitter;,[70],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PathType,isRegexReserved,(C)Z,[6],org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PathType,isRegexReserved,(C)Z,[6],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PathType,isRegexReserved,(C)Z,[14],org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
