clazz,round0,round1,round2,round3,round4,round5,avg.
com.github.jknack.handlebars.helper.StringHelpers$20,0.0007,0.0010,0.0007,0.0012,0.0007,0.0007,0.0008
com.github.jknack.handlebars.internal.RefParam,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
com.github.jknack.handlebars.internal.HbsParser$AmpvarContext,0.0008,0.0008,0.0008,0.0008,0.0007,0.0008,0.0008
com.github.jknack.handlebars.internal.HbsParser$CommentContext,0.0007,0.0013,0.0007,0.0007,0.0007,0.0007,0.0008
com.github.jknack.handlebars.io.URLTemplateSource,0.0007,0.0008,0.0008,0.0008,0.0007,0.0007,0.0007
com.github.jknack.handlebars.Options$NativeBuffer,0.0006,0.0007,0.0006,0.0011,0.0006,0.0006,0.0007
com.github.jknack.handlebars.internal.BaseTemplate$1,0.0007,0.0007,0.0007,0.0008,0.0007,0.0007,0.0007
com.github.jknack.handlebars.internal.HbsParser$ParamContext,0.0006,0.0009,0.0008,0.0007,0.0007,0.0006,0.0007
com.github.jknack.handlebars.internal.StrParam,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
com.github.jknack.handlebars.Context$PartialCtx,0.0008,0.0007,0.0007,0.0007,0.0007,0.0006,0.0007
com.github.jknack.handlebars.internal.WhiteSpaceControl,0.0006,0.0011,0.0006,0.0006,0.0006,0.0006,0.0007
com.github.jknack.handlebars.internal.path.ThisPath,0.0007,0.0007,0.0007,0.0006,0.0007,0.0006,0.0007
com.github.jknack.handlebars.internal.Partial$1,0.0007,0.0006,0.0006,0.0008,0.0006,0.0006,0.0007
com.github.jknack.handlebars.helper.IfHelper,0.0006,0.0009,0.0006,0.0006,0.0006,0.0005,0.0006
com.github.jknack.handlebars.HandlebarsError,0.0007,0.0007,0.0006,0.0006,0.0006,0.0005,0.0006
com.github.jknack.handlebars.helper.BlockHelper,0.0005,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
com.github.jknack.handlebars.internal.PathExpressionList,0.0005,0.0008,0.0005,0.0008,0.0004,0.0005,0.0006
com.github.jknack.handlebars.internal.HbsParser$HashContext,0.0008,0.0006,0.0006,0.0005,0.0005,0.0005,0.0006
com.github.jknack.handlebars.helper.StringHelpers$19,0.0007,0.0005,0.0005,0.0008,0.0005,0.0005,0.0006
com.github.jknack.handlebars.internal.HbsParser$NumberParamContext,0.0005,0.0009,0.0005,0.0004,0.0005,0.0004,0.0005
com.github.jknack.handlebars.helper.UnlessHelper,0.0005,0.0005,0.0005,0.0005,0.0005,0.0004,0.0005
com.github.jknack.handlebars.helper.WithHelper,0.0004,0.0005,0.0005,0.0005,0.0005,0.0004,0.0005
com.github.jknack.handlebars.internal.VarParam,0.0004,0.0005,0.0005,0.0005,0.0004,0.0004,0.0005
com.github.jknack.handlebars.Context$BlockParam,0.0004,0.0004,0.0004,0.0004,0.0008,0.0004,0.0004
com.github.jknack.handlebars.internal.path.DataPath,0.0003,0.0007,0.0003,0.0005,0.0003,0.0003,0.0004
com.github.jknack.handlebars.internal.path.ParentPath,0.0004,0.0004,0.0003,0.0007,0.0004,0.0004,0.0004
com.github.jknack.handlebars.internal.BlockDecorator,0.0004,0.0004,0.0003,0.0007,0.0004,0.0003,0.0004
com.github.jknack.handlebars.helper.PrecompileHelper$JsWrapper$2,0.0004,0.0004,0.0004,0.0005,0.0004,0.0004,0.0004
com.github.jknack.handlebars.EscapingStrategy,0.0004,0.0005,0.0004,0.0004,0.0004,0.0004,0.0004
com.github.jknack.handlebars.internal.Lambdas,0.0003,0.0003,0.0004,0.0006,0.0004,0.0004,0.0004
com.github.jknack.handlebars.internal.HbsParser$PexprContext,0.0003,0.0003,0.0003,0.0008,0.0003,0.0003,0.0004
com.github.jknack.handlebars.internal.HbsParser$ElseBlockContext,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
com.github.jknack.handlebars.Context,0.0003,0.0003,0.0007,0.0003,0.0003,0.0003,0.0004
com.github.jknack.handlebars.internal.DefParam,0.0004,0.0004,0.0004,0.0003,0.0003,0.0004,0.0004
com.github.jknack.handlebars.internal.HbsParser$CharParamContext,0.0003,0.0004,0.0004,0.0004,0.0005,0.0004,0.0004
com.github.jknack.handlebars.internal.HbsParser$BoolParamContext,0.0003,0.0004,0.0004,0.0003,0.0003,0.0003,0.0003
com.github.jknack.handlebars.helper.StringHelpers$5,0.0004,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
com.github.jknack.handlebars.helper.StringHelpers,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
com.github.jknack.handlebars.internal.HbsParser$DynamicPathContext,0.0002,0.0004,0.0002,0.0002,0.0003,0.0002,0.0003
com.github.jknack.handlebars.helper.ConditionalHelpers,0.0003,0.0002,0.0003,0.0003,0.0003,0.0002,0.0003
com.github.jknack.handlebars.internal.HbsParser$PartialBlockContext,0.0002,0.0003,0.0002,0.0002,0.0003,0.0002,0.0002
com.github.jknack.handlebars.internal.FormatterChain,0.0002,0.0003,0.0002,0.0003,0.0002,0.0003,0.0002
com.github.jknack.handlebars.helper.LookupHelper,0.0002,0.0002,0.0002,0.0004,0.0002,0.0002,0.0002
com.github.jknack.handlebars.helper.PartialHelper,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.github.jknack.handlebars.io.AbstractTemplateSource,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.github.jknack.handlebars.helper.ConditionalHelpers$7,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002
com.github.jknack.handlebars.helper.ConditionalHelpers$8,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002
com.github.jknack.handlebars.io.URLTemplateLoader,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.github.jknack.handlebars.context.FieldValueResolver,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.github.jknack.handlebars.internal.path.IndexedPath,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.github.jknack.handlebars.internal.HbsParser$ElseStmtContext,0.0002,0.0002,0.0003,0.0002,0.0001,0.0002,0.0002
com.github.jknack.handlebars.io.FileTemplateLoader,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
com.github.jknack.handlebars.helper.DefI18nSource,0.0001,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001
com.github.jknack.handlebars.helper.I18nHelper$2,0.0001,0.0001,0.0002,0.0001,0.0002,0.0001,0.0001
com.github.jknack.handlebars.internal.HbsParserBaseVisitor,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001
com.github.jknack.handlebars.internal.HbsParser$RawBlockContext,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.helper.StringHelpers$18,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.io.CompositeTemplateLoader,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.internal.VarDecorator,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.cache.ConcurrentMapTemplateCache,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.internal.Locales,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.io.ServletContextTemplateLoader,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001
com.github.jknack.handlebars.helper.ConditionalHelpers$3,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.helper.StringHelpers$3,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.helper.ConditionalHelpers$6,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.context.FieldValueResolver$FieldMember,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.helper.StringHelpers$11,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.internal.HbsParser$EscapeContext,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.helper.ConditionalHelpers$4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.internal.HbsParser$BlockParamsContext,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.Options$Builder,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.helper.DefI18nSource$UTF8Control,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.helper.I18nHelper$1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.helper.ConditionalHelpers$5,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.io.ForwardingTemplateSource,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.helper.ConditionalHelpers$1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.internal.HbsParser$ElseStmtChainContext,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.helper.ConditionalHelpers$2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.Template$1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.helper.ConditionalHelpers$9,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.helper.StringHelpers$4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
com.github.jknack.handlebars.internal.HbsParser$LiteralPathContext,0.0001,0.0001,0.0001,0.0001,0.0000,0.0001,0.0001
com.github.jknack.handlebars.internal.PartialBlockForwardingTemplate,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001
com.github.jknack.handlebars.internal.HbsParserFactory$1$1,0.0000,0.0001,0.0000,0.0001,0.0000,0.0000,0.0000
com.github.jknack.handlebars.helper.StringHelpers$14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
com.github.jknack.handlebars.HandlebarsException,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
com.github.jknack.handlebars.Context$ParentFirst,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
com.github.jknack.handlebars.helper.StringHelpers$13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
com.github.jknack.handlebars.helper.StringHelpers$8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
com.github.jknack.handlebars.TagType,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
com.github.jknack.handlebars.helper.StringHelpers$2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
com.github.jknack.handlebars.internal.HbsParserFactory$2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
com.github.jknack.handlebars.helper.StringHelpers$7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
com.github.jknack.handlebars.helper.StringHelpers$12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
com.github.jknack.handlebars.helper.StringHelpers$6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
com.github.jknack.handlebars.helper.StringHelpers$16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
com.github.jknack.handlebars.helper.StringHelpers$1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
com.github.jknack.handlebars.helper.StringHelpers$15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
com.github.jknack.handlebars.helper.StringHelpers$17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
com.github.jknack.handlebars.helper.StringHelpers$10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
com.github.jknack.handlebars.helper.StringHelpers$9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
com.github.jknack.handlebars.helper.EmbeddedHelper,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
