clazz,round0,round1,round2,round3,round4,round5,avg.
me.zhyd.oauth.config.AuthDefaultSource$41,0.0012,0.0010,0.0012,0.0011,0.0012,0.0012,0.0012
me.zhyd.oauth.config.AuthDefaultSource$37,0.0011,0.0012,0.0011,0.0012,0.0012,0.0012,0.0012
me.zhyd.oauth.enums.scope.AuthRenrenScope,0.0011,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
me.zhyd.oauth.config.AuthDefaultSource$47,0.0010,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
me.zhyd.oauth.config.AuthDefaultSource$46,0.0012,0.0012,0.0012,0.0012,0.0010,0.0012,0.0012
me.zhyd.oauth.config.AuthDefaultSource$43,0.0010,0.0012,0.0012,0.0011,0.0012,0.0012,0.0011
me.zhyd.oauth.config.AuthDefaultSource$40,0.0010,0.0012,0.0012,0.0012,0.0011,0.0011,0.0011
me.zhyd.oauth.enums.scope.AuthCodingScope,0.0012,0.0012,0.0011,0.0011,0.0010,0.0012,0.0011
me.zhyd.oauth.config.AuthDefaultSource$36,0.0011,0.0011,0.0011,0.0012,0.0012,0.0011,0.0011
me.zhyd.oauth.config.AuthDefaultSource$11,0.0011,0.0012,0.0011,0.0012,0.0012,0.0010,0.0011
me.zhyd.oauth.config.AuthDefaultSource$42,0.0012,0.0012,0.0012,0.0012,0.0011,0.0010,0.0011
me.zhyd.oauth.config.AuthDefaultSource$33,0.0011,0.0010,0.0012,0.0012,0.0012,0.0011,0.0011
me.zhyd.oauth.config.AuthDefaultSource$13,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
me.zhyd.oauth.config.AuthDefaultSource$34,0.0012,0.0011,0.0011,0.0010,0.0012,0.0010,0.0011
me.zhyd.oauth.config.AuthDefaultSource$29,0.0010,0.0011,0.0011,0.0011,0.0011,0.0012,0.0011
me.zhyd.oauth.config.AuthDefaultSource$23,0.0011,0.0011,0.0011,0.0011,0.0010,0.0011,0.0011
me.zhyd.oauth.config.AuthDefaultSource$49,0.0010,0.0012,0.0010,0.0010,0.0012,0.0012,0.0011
me.zhyd.oauth.config.AuthDefaultSource$21,0.0011,0.0011,0.0010,0.0011,0.0010,0.0012,0.0011
me.zhyd.oauth.config.AuthDefaultSource$14,0.0012,0.0010,0.0012,0.0010,0.0011,0.0011,0.0011
me.zhyd.oauth.config.AuthDefaultSource$19,0.0011,0.0010,0.0011,0.0010,0.0011,0.0011,0.0011
me.zhyd.oauth.config.AuthDefaultSource$26,0.0011,0.0010,0.0011,0.0011,0.0011,0.0010,0.0011
me.zhyd.oauth.config.AuthDefaultSource$20,0.0010,0.0010,0.0011,0.0011,0.0011,0.0011,0.0011
me.zhyd.oauth.utils.AuthStateUtils,0.0006,0.0006,0.0013,0.0012,0.0013,0.0013,0.0010
me.zhyd.oauth.request.AuthLinkedinRequest,0.0010,0.0010,0.0011,0.0010,0.0010,0.0010,0.0010
me.zhyd.oauth.config.AuthDefaultSource$45,0.0000,0.0012,0.0012,0.0010,0.0012,0.0012,0.0010
me.zhyd.oauth.config.AuthDefaultSource$31,0.0011,0.0000,0.0012,0.0011,0.0012,0.0012,0.0010
me.zhyd.oauth.config.AuthDefaultSource$24,0.0012,0.0012,0.0000,0.0011,0.0011,0.0012,0.0010
me.zhyd.oauth.config.AuthDefaultSource$35,0.0000,0.0010,0.0012,0.0012,0.0012,0.0012,0.0010
me.zhyd.oauth.config.AuthDefaultSource$32,0.0011,0.0000,0.0011,0.0011,0.0012,0.0012,0.0009
me.zhyd.oauth.config.AuthDefaultSource$27,0.0011,0.0000,0.0011,0.0011,0.0011,0.0012,0.0009
me.zhyd.oauth.config.AuthDefaultSource$28,0.0000,0.0012,0.0010,0.0012,0.0011,0.0011,0.0009
me.zhyd.oauth.config.AuthDefaultSource$39,0.0010,0.0011,0.0012,0.0000,0.0011,0.0012,0.0009
me.zhyd.oauth.config.AuthDefaultSource$16,0.0000,0.0012,0.0011,0.0011,0.0011,0.0011,0.0009
me.zhyd.oauth.config.AuthDefaultSource$30,0.0011,0.0012,0.0011,0.0011,0.0010,0.0000,0.0009
me.zhyd.oauth.config.AuthDefaultSource$22,0.0000,0.0011,0.0010,0.0011,0.0011,0.0011,0.0009
me.zhyd.oauth.config.AuthDefaultSource$17,0.0011,0.0011,0.0011,0.0011,0.0000,0.0011,0.0009
me.zhyd.oauth.config.AuthDefaultSource$25,0.0010,0.0010,0.0011,0.0011,0.0000,0.0012,0.0009
me.zhyd.oauth.config.AuthDefaultSource$12,0.0011,0.0011,0.0012,0.0011,0.0011,0.0000,0.0009
me.zhyd.oauth.config.AuthDefaultSource$10,0.0011,0.0011,0.0011,0.0011,0.0011,0.0000,0.0009
me.zhyd.oauth.config.AuthDefaultSource$9,0.0010,0.0010,0.0010,0.0010,0.0000,0.0011,0.0009
me.zhyd.oauth.model.AuthCallback$AuthCallbackBuilder,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
me.zhyd.oauth.config.AuthDefaultSource$8,0.0000,0.0000,0.0011,0.0011,0.0012,0.0011,0.0007
me.zhyd.oauth.config.AuthDefaultSource$3,0.0000,0.0011,0.0000,0.0011,0.0011,0.0012,0.0007
me.zhyd.oauth.config.AuthDefaultSource$4,0.0000,0.0011,0.0011,0.0000,0.0011,0.0011,0.0007
me.zhyd.oauth.config.AuthDefaultSource$2,0.0011,0.0000,0.0011,0.0011,0.0011,0.0000,0.0007
me.zhyd.oauth.config.AuthDefaultSource$5,0.0011,0.0000,0.0000,0.0011,0.0011,0.0011,0.0007
me.zhyd.oauth.config.AuthDefaultSource$15,0.0000,0.0011,0.0011,0.0010,0.0000,0.0011,0.0007
me.zhyd.oauth.config.AuthDefaultSource$18,0.0010,0.0000,0.0000,0.0010,0.0011,0.0011,0.0007
me.zhyd.oauth.config.AuthDefaultSource$7,0.0000,0.0000,0.0011,0.0000,0.0011,0.0010,0.0005
me.zhyd.oauth.config.AuthDefaultSource$1,0.0000,0.0000,0.0011,0.0000,0.0011,0.0011,0.0005
me.zhyd.oauth.config.AuthDefaultSource$6,0.0011,0.0000,0.0011,0.0000,0.0000,0.0011,0.0005
me.zhyd.oauth.request.AuthProginnRequest,0.0010,0.0010,0.0000,0.0000,0.0000,0.0000,0.0003
me.zhyd.oauth.request.AuthKujialeRequest,0.0000,0.0000,0.0010,0.0010,0.0000,0.0000,0.0003
me.zhyd.oauth.request.AuthLineRequest,0.0000,0.0009,0.0000,0.0000,0.0000,0.0010,0.0003
me.zhyd.oauth.request.AuthDouyinRequest,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002
me.zhyd.oauth.request.AuthWeChatOpenRequest,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002
me.zhyd.oauth.request.AuthHuaweiRequest,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0002
me.zhyd.oauth.request.AuthGitlabRequest,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0002
me.zhyd.oauth.request.AuthMiRequest,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0002
me.zhyd.oauth.request.AuthRenrenRequest,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002
me.zhyd.oauth.request.AuthElemeRequest,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002
me.zhyd.oauth.request.AuthMeituanRequest,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0002
me.zhyd.oauth.request.AuthWeiboRequest,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0002
me.zhyd.oauth.request.AuthWeChatEnterpriseQrcodeRequest,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0002
me.zhyd.oauth.request.AuthBaiduRequest,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0002
me.zhyd.oauth.request.AuthGoogleRequest,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0002
me.zhyd.oauth.request.AuthWeChatEnterpriseWebRequest,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.0002
