project,clazz,method,methodDesc,indexes,mutator,test,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,mustache.specs.SpecTests.[engine:junit-platform-suite]/[suite:mustache.specs.SpecTests]/[engine:junit-jupiter]/[class:mustache.specs.PartialsTest]/[test-template:partials(mustache.specs.Spec)]/[test-template-invocation:#4],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.TemporalPartialTest.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.TemporalPartialTest]/[method:defaultPartials()],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.i375.Issue375.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.i375.Issue375]/[method:dynamicPartials()],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,mustache.specs.PartialsTest.[engine:junit-jupiter]/[class:mustache.specs.PartialsTest]/[test-template:partials(mustache.specs.Spec)]/[test-template-invocation:#4],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.i375.Issue375.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.i375.Issue375]/[method:dynamicPartialsViaLookupHelper5()],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.i375.Issue375.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.i375.Issue375]/[method:dynamicPartialsViaLookupHelper3()],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.PartialBlockTest.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.PartialBlockTest]/[method:shouldRenderBlockFromPartialWithContext()],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.PartialBlockTest.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.PartialBlockTest]/[method:shouldPropagateBlockParametersToDefaultBlock()],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.i375.Issue375.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.i375.Issue375]/[method:dynamicPartialsViaLookupHelper()],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.i375.Issue375.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.i375.Issue375]/[method:dynamicPartialsViaLookupHelper4()],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.issues.Issue588.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.issues.Issue588]/[method:shouldOverrideBlockParamsWithoutPreEvaluation()],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.issues.Issue588.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.issues.Issue588]/[method:shouldOverrideBlockParams()],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.i375.Issue375.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.i375.Issue375]/[method:dynamicPartialsViaLookupHelper2()],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.i375.Issue375.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.i375.Issue375]/[method:dynamicPartialsWithParam()],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.issues.Issue588.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.issues.Issue588]/[method:shouldOverrideBlockParamsWithFalse()],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.PartialBlockTest.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.PartialBlockTest]/[method:shouldRenderBlockFromPartialWithBlockParams()],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.InheritanceTest.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.InheritanceTest]/[method:inheritance()],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.i275.Issue275.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.i275.Issue275]/[method:temporalPartials()],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.i350.Issue350.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.i350.Issue350]/[method:partialWithParameters()],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.i275.Issue275.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.i275.Issue275]/[method:defaultPartials()],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
handlebars.java,com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.TemporalPartialTest.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.TemporalPartialTest]/[method:temporalPartials()],KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileFactoryTest.testCreateFiles_withSupplier(com.google.common.jimfs.FileFactoryTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_nonExistentRoot(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_root(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_relative_symlinkLoop(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_relative_notExists(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_absolute_symlinkLoop(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_relative_parentExists(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_absolute_parentExists(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_relative_nonDirectoryIntermediateFile(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_absolute_nonDirectoryIntermediateFile(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_absolute_notExists(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_relative_emptyPath(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_relative_finalSymlink_nofollowLinks(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_relative(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_absolute_finalSymlink_nofollowLinks(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_absolute_finalSymlink(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_absolute_withDotsInPath(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_relative_withDotDotsInPath(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_relative_intermediateSymlink_parentExists(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_relative_withDotsInPath(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_absolute_withDotDotsInPath(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_absolute(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_absolute_withDotDotsInPath_afterSymlink(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_absolute_intermediateSymlink_parentExists(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_relative_intermediateSymlink(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_relative_withDotDotsInPath_afterSymlink(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_relative_finalSymlink(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileTreeTest.testLookup_absolute_intermediateSymlink(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,<init>,(ILjava/nio/file/attribute/FileTime;Lcom/google/common/jimfs/HeapDisk;[[BIJ)V,[56],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,com.google.common.jimfs.FileFactoryTest.testCreateFiles_basic(com.google.common.jimfs.FileFactoryTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,addBlock,([B)V,[7],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.FileTreeTest.testLookup_nonExistentRoot(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,addBlock,([B)V,[7],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.FileTreeTest.testLookup_root(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,addBlock,([B)V,[7],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.FileTreeTest.testLookup_relative_symlinkLoop(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,addBlock,([B)V,[7],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.FileTreeTest.testLookup_relative_notExists(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,addBlock,([B)V,[7],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.FileTreeTest.testLookup_absolute_symlinkLoop(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,addBlock,([B)V,[7],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.FileTreeTest.testLookup_absolute_parentExists(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
jimfs,com.google.common.jimfs.RegularFile,addBlock,([B)V,[7],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.FileTreeTest.testLookup_relative_parentExists(com.google.common.jimfs.FileTreeTest),SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
