class,default,sgl_grp,def_ln-freq_def,def_def_shuf,clz_clz-cvg_def,clz_ln-cvg_def,n-tst_clz-cvg_def,n-tst_ln-cvg_def,n-tst_clz-sim_def,n-tst_clz-diff_def,n-tst_clz-ext_def,n-tst_ln-ext_def,01-tst_clz-cvg_def,01-tst_ln-cvg_def,mean_deviation
org.apache.hc.core5.http.protocol.ResponseDate,35,10,41,39,30,30,16,16,11,13,14,13,13,13,2.19
org.apache.hc.core5.http.impl.io.DefaultHttpRequestWriterFactory,92,26,105,99,65,60,33,41,36,38,33,36,40,40,2.17
org.apache.hc.core5.http.impl.routing.RequestRouter$Builder,67,17,68,70,36,37,30,27,31,34,26,24,33,30,2.16
org.apache.hc.core5.http.message.BasicHeaderElementIterator,39,10,25,38,32,37,13,14,21,17,18,14,18,17,2.16
org.apache.hc.core5.http.impl.io.DefaultBHttpClientConnection$1,60,14,64,68,116,28,28,22,22,27,25,19,31,33,2.15
org.apache.hc.core5.http.protocol.RequestExpectContinue,91,34,105,84,59,96,39,35,33,28,39,37,37,34,2.15
org.apache.hc.core5.http.io.entity.HttpEntities,40,13,44,44,35,26,13,13,19,13,17,17,18,19,2.15
org.apache.hc.core5.http.protocol.RequestTargetHost,123,32,133,118,60,63,56,54,55,53,55,53,51,56,2.15
org.apache.hc.core5.http.nio.entity.AbstractBinAsyncEntityProducer,282,98,231,237,223,244,118,115,112,104,105,103,125,117,2.14
org.apache.hc.core5.http.protocol.ViaRequest,94,31,87,88,93,100,36,35,35,40,36,44,41,34,2.1
org.apache.hc.core5.http.io.support.BasicHttpServerExpectationDecorator,192,56,179,166,110,111,78,72,74,79,102,94,98,97,2.09
org.apache.hc.core5.http.impl.ServerSupport,117,41,110,117,113,113,43,42,44,44,51,41,56,57,2.08
org.apache.hc.core5.http.protocol.RequestConformance,190,65,182,183,119,114,81,79,83,93,81,79,81,81,2.06
org.apache.hc.core5.util.LangUtils,280,94,242,267,184,167,106,101,149,105,137,120,138,156,2.04
org.apache.hc.core5.http.impl.io.DefaultHttpResponseParserFactory,92,36,107,98,52,49,32,42,35,39,49,44,46,42,2.02
org.apache.hc.core5.http.impl.io.DefaultHttpRequestParserFactory,88,36,92,97,42,43,45,35,53,44,36,39,39,33,2.02
org.apache.hc.core5.http.impl.routing.UriPathRouter,79,29,77,78,56,65,35,32,33,36,29,26,46,40,2.01
org.apache.hc.core5.http.support.BasicResponseBuilder,65,17,72,71,43,45,31,34,32,33,25,25,31,31,2.0
org.apache.hc.core5.http.config.Http1Config$Builder,60,16,57,60,32,35,25,30,35,61,20,22,27,41,1.99
org.apache.hc.core5.http.impl.io.IdentityOutputStream,102,39,103,100,58,55,55,58,53,44,46,45,39,40,1.98
org.apache.hc.core5.http.nio.entity.BasicAsyncEntityProducer,87,30,92,86,88,98,30,31,33,33,52,51,38,37,1.98
org.apache.hc.core5.http.protocol.RequestConnControl,42,16,46,41,32,29,21,23,16,17,18,16,21,20,1.95
org.apache.hc.core5.http.ParseException,246,80,220,227,168,154,103,114,124,99,120,125,130,123,1.94
org.apache.hc.core5.http.impl.routing.UriPathRouter$BestMatcher,126,39,124,124,97,97,58,56,62,59,58,47,65,64,1.94
org.apache.hc.core5.http.protocol.ForwardedRequest,207,65,233,227,146,141,86,84,109,91,98,117,94,94,1.94
org.apache.hc.core5.http.io.entity.ByteArrayEntity,181,44,180,176,191,183,88,93,80,77,77,83,100,97,1.92
org.apache.hc.core5.http.io.support.ClassicResponseBuilder,215,92,184,184,150,155,96,83,109,165,87,75,117,101,1.92
org.apache.hc.core5.http.io.entity.InputStreamEntity,150,79,131,145,69,65,69,66,74,66,81,64,96,87,1.91
org.apache.hc.core5.http.impl.io.IdentityInputStream,107,37,112,105,83,84,45,58,52,52,39,39,62,64,1.9
org.apache.hc.core5.http.nio.entity.AbstractCharAsyncEntityConsumer,73,23,71,74,70,69,35,37,34,49,36,41,27,25,1.88
org.apache.hc.core5.http.impl.io.IncomingHttpEntity,132,37,139,135,90,91,55,77,68,70,70,62,62,67,1.88
org.apache.hc.core5.reactor.AbstractIOSessionPool$2,90,26,92,94,96,103,49,51,34,48,32,37,48,50,1.87
org.apache.hc.core5.http.impl.io.MonitoringResponseOutOfOrderStrategy,172,59,180,174,162,183,77,77,78,89,84,80,76,72,1.87
org.apache.hc.core5.http.io.support.BasicHttpServerRequestHandler,244,115,227,248,225,197,106,104,102,106,120,117,120,112,1.86
org.apache.hc.core5.http.impl.io.DefaultHttpResponseParser,169,62,177,177,125,128,82,72,85,76,84,76,94,77,1.86
org.apache.hc.core5.http.config.NamedElementChain,129,38,256,124,81,90,62,66,57,71,66,75,59,61,1.85
org.apache.hc.core5.http.impl.io.DefaultHttpResponseWriter,167,55,172,167,125,137,80,96,94,82,74,71,75,85,1.85
org.apache.hc.core5.http.io.entity.BufferedHttpEntity,132,74,126,134,118,122,56,52,59,67,64,55,59,58,1.85
org.apache.hc.core5.http.impl.io.DefaultHttpResponseWriterFactory,92,28,98,94,92,96,46,66,44,48,45,45,33,37,1.84
org.apache.hc.core5.http.impl.io.DefaultHttpRequestWriter,158,56,169,164,148,202,74,77,64,72,61,80,88,76,1.84
org.apache.hc.core5.http.io.entity.BasicHttpEntity,139,64,151,182,79,77,64,61,94,64,64,68,65,68,1.84
org.apache.hc.core5.http.nio.entity.FileEntityProducer,172,79,141,148,126,140,84,77,74,105,86,80,80,78,1.84
org.apache.hc.core5.http.impl.BasicEndpointDetails,138,48,142,159,61,69,77,71,124,65,66,71,63,101,1.81
org.apache.hc.core5.http.protocol.ChainBuilder,76,21,107,82,84,94,32,40,36,32,30,33,52,49,1.81
org.apache.hc.core5.http.HttpVersion,265,139,258,288,172,169,123,117,132,128,131,121,151,128,1.81
org.apache.hc.core5.http.message.HttpRequestWrapper,178,73,175,163,164,170,78,79,73,79,87,91,103,100,1.8
org.apache.hc.core5.util.TimeoutValueException,62,32,65,63,49,46,29,28,30,29,30,25,34,32,1.8
org.apache.hc.core5.http.message.AbstractHeaderElementIterator,1287,553,1019,954,1052,1015,665,652,656,639,621,671,639,627,1.8
org.apache.hc.core5.http.support.BasicRequestBuilder,356,167,299,331,331,309,156,162,189,245,139,120,223,216,1.79
org.apache.hc.core5.concurrent.ComplexFuture,147,38,144,144,115,101,79,95,83,76,66,78,84,86,1.79
org.apache.hc.core5.http.impl.routing.PathPatternMatcher,293,105,297,302,287,349,137,130,136,143,134,131,176,165,1.77
org.apache.hc.core5.http.support.ExpectSupport,306,156,312,339,253,260,150,131,160,155,140,129,161,161,1.76
org.apache.hc.core5.http.message.LazyLineParser,69,49,71,81,34,37,27,42,37,33,31,40,37,41,1.75
org.apache.hc.core5.http.ssl.TLS,544,238,530,518,417,450,307,249,279,289,279,252,297,276,1.74
org.apache.hc.core5.http.impl.io.ContentLengthOutputStream,219,80,198,211,220,212,118,99,106,119,85,122,140,125,1.74
org.apache.hc.core5.http.impl.EnglishReasonPhraseCatalog,138,63,159,164,89,88,64,72,72,102,54,62,73,119,1.71
org.apache.hc.core5.http.io.support.ClassicRequestBuilder,297,128,277,322,318,356,131,129,144,157,154,171,171,159,1.68
org.apache.hc.core5.http.nio.entity.DigestingEntityProducer$1,45,26,41,43,35,38,24,25,17,27,24,25,24,25,1.67
org.apache.hc.core5.http.io.entity.HttpEntityWrapper,112,34,103,106,117,119,64,58,79,71,54,50,70,75,1.65
org.apache.hc.core5.http.protocol.RequestContent,689,320,1038,708,539,540,345,367,352,395,388,407,362,349,1.64
org.apache.hc.core5.http.impl.io.ContentLengthInputStream,451,229,430,440,403,434,234,237,248,231,233,269,241,240,1.63
org.apache.hc.core5.http.nio.entity.PathEntityProducer,166,83,166,179,128,126,93,83,89,105,95,88,94,91,1.62
org.apache.hc.core5.http.impl.nio.ChunkEncoder,734,422,696,736,580,558,384,428,400,399,407,397,414,428,1.6
org.apache.hc.core5.http.impl.io.HttpService,221,103,206,220,218,206,117,118,114,113,125,118,140,151,1.59
org.apache.hc.core5.http.support.AbstractResponseBuilder,120,39,124,126,95,85,83,72,96,59,87,52,74,90,1.59
org.apache.hc.core5.http.impl.routing.RequestRouter,210,101,203,215,165,153,134,120,117,139,102,94,146,140,1.58
org.apache.hc.core5.http.protocol.ResponseContent,493,194,425,518,507,485,267,252,290,265,274,277,318,340,1.58
org.apache.hc.core5.http.impl.nio.ChunkDecoder,2055,1128,2263,1952,1207,1207,1237,1281,1320,1285,1214,1288,1103,1119,1.58
org.apache.hc.core5.http.ProtocolVersionParser,1100,512,968,1478,823,1050,634,593,645,691,661,595,643,642,1.56
org.apache.hc.core5.http.impl.io.DefaultHttpRequestParser,171,75,201,234,103,112,101,89,89,109,115,92,123,123,1.56
org.apache.hc.core5.http.message.StatusLine$StatusClass,187,60,196,184,145,170,104,86,94,205,98,114,124,208,1.56
org.apache.hc.core5.util.Asserts,51,22,59,52,61,43,37,26,28,35,31,27,32,23,1.55
org.apache.hc.core5.http.impl.nio.IdentityEncoder,1041,485,1085,1007,956,940,592,619,546,616,650,611,591,670,1.54
org.apache.hc.core5.http.message.RequestLine,262,125,276,284,252,297,140,168,144,157,142,132,151,179,1.53
org.apache.hc.core5.http.message.BasicHeaderIterator,611,329,572,585,577,618,332,347,367,362,355,351,376,360,1.52
org.apache.hc.core5.http.impl.nio.AbstractHttp1StreamDuplexer$CapacityWindow,292,134,415,396,306,287,152,195,165,165,157,158,174,169,1.51
org.apache.hc.core5.http.io.EofSensorInputStream,352,179,433,343,360,348,195,186,210,204,209,193,220,215,1.51
org.apache.hc.core5.http.HttpHost,328,180,425,307,320,376,166,190,200,198,176,172,184,209,1.51
org.apache.hc.core5.http.impl.nio.SessionInputBufferImpl,3620,2141,3577,3628,2428,2492,2167,2175,2191,2213,2182,2236,2593,2344,1.5
org.apache.hc.core5.http.message.BasicTokenIterator,87,55,86,98,85,87,55,52,36,52,50,53,54,52,1.5
org.apache.hc.core5.http.impl.BasicHttpTransportMetrics,212,151,185,211,187,201,119,113,129,125,108,95,179,176,1.49
org.apache.hc.core5.http.message.BasicHeaderValueFormatter,902,705,1026,929,1011,812,506,498,500,502,496,478,556,574,1.48
org.apache.hc.core5.http.nio.entity.AbstractCharAsyncEntityProducer,394,255,427,446,269,259,251,241,253,255,243,229,262,230,1.48
org.apache.hc.core5.http.impl.nio.AbstractContentDecoder,474,232,464,457,497,500,294,294,284,275,289,311,288,294,1.46
org.apache.hc.core5.http.impl.BasicHttpConnectionMetrics,67,32,62,66,47,51,34,50,45,92,35,66,34,41,1.46
org.apache.hc.core5.http.impl.io.ChunkedOutputStream,895,457,1048,948,541,471,529,531,649,651,600,725,628,661,1.46
org.apache.hc.core5.http.nio.entity.AbstractCharAsyncEntityProducer$1,91,54,116,113,121,107,59,58,39,40,57,58,60,58,1.45
org.apache.hc.core5.http.impl.io.DefaultBHttpServerConnection,698,385,575,611,588,644,462,399,452,501,429,412,494,471,1.45
org.apache.hc.core5.http.nio.entity.AbstractCharDataConsumer,245,133,252,254,223,207,141,150,126,142,143,149,203,199,1.45
org.apache.hc.core5.http.impl.DefaultConnectionReuseStrategy,842,462,941,949,842,830,511,561,532,504,472,452,564,556,1.44
org.apache.hc.core5.http.impl.io.ChunkedInputStream,1697,994,1523,1477,1620,1540,1013,1040,1057,1042,1108,1002,1254,1233,1.43
org.apache.hc.core5.http.impl.nio.LengthDelimitedDecoder,683,380,676,733,623,607,388,421,423,414,374,385,627,632,1.41
org.apache.hc.core5.http.impl.io.HttpRequestExecutor,1146,684,1276,1136,904,970,727,738,732,724,729,762,764,848,1.4
org.apache.hc.core5.http.io.entity.EntityUtils,692,370,818,730,429,504,416,440,533,611,435,461,473,618,1.38
org.apache.hc.core5.http.protocol.ResponseConnControl,749,330,852,964,713,751,499,467,459,476,478,516,597,588,1.37
org.apache.hc.core5.http.io.entity.StringEntity,155,76,175,169,179,174,95,119,89,115,84,100,98,123,1.37
org.apache.hc.core5.http.message.BasicClassicHttpRequest,286,139,310,375,327,328,209,183,176,258,138,151,205,214,1.37
org.apache.hc.core5.http.support.AbstractRequestBuilder,804,495,1176,873,646,574,527,543,756,566,475,504,511,534,1.36
org.apache.hc.core5.http.URIScheme,457,292,475,523,462,392,308,310,346,335,280,284,310,289,1.35
org.apache.hc.core5.http.message.BasicClassicHttpResponse,202,107,238,236,179,177,152,151,152,108,113,117,179,187,1.34
org.apache.hc.core5.http.message.BasicHeaderValueParser,969,493,1183,1615,1150,1122,666,621,610,619,780,599,547,633,1.34
org.apache.hc.core5.http.impl.nio.AbstractContentEncoder,1883,1201,1932,1886,1765,1969,1223,1255,1253,1200,1300,1292,1455,1473,1.32
org.apache.hc.core5.http.impl.nio.IdentityDecoder,338,141,324,280,268,271,288,312,478,375,312,635,153,151,1.31
org.apache.hc.core5.http.impl.io.DefaultBHttpClientConnection,608,329,683,630,711,651,445,459,447,430,342,359,508,504,1.29
org.apache.hc.core5.http.message.BasicHeaderElement,350,202,376,367,282,281,240,241,306,252,248,273,275,273,1.29
org.apache.hc.core5.reactor.AbstractIOSessionPool,481,282,507,536,522,479,333,317,381,393,303,293,377,393,1.28
org.apache.hc.core5.http.message.BufferedHeader,1508,1012,1414,1458,1475,1520,1121,1059,1120,1040,1211,1003,1114,1249,1.27
org.apache.hc.core5.http.message.BasicHttpResponse,457,357,516,455,449,406,379,344,326,256,318,327,342,391,1.26
org.apache.hc.core5.http.io.entity.ByteBufferEntity$1,14,11,15,16,13,11,10,10,10,10,11,10,11,11,1.25
org.apache.hc.core5.net.Ports,247,109,251,265,240,238,233,257,165,158,208,318,170,161,1.25
org.apache.hc.core5.http.impl.io.SessionOutputBufferImpl,3274,1996,3351,3286,3210,3176,2305,2564,2618,2301,2330,2845,2532,2725,1.24
org.apache.hc.core5.http.message.StatusLine,309,200,307,323,327,329,228,215,211,235,241,195,279,280,1.23
org.apache.hc.core5.io.Closer,164,91,191,186,105,152,144,149,107,168,129,129,140,127,1.23
org.apache.hc.core5.http.io.entity.AbstractHttpEntity,245,153,278,288,412,249,161,155,191,167,159,202,196,214,1.22
org.apache.hc.core5.http.impl.io.HttpService$1,384,181,471,422,377,376,336,273,302,301,366,277,339,329,1.21
org.apache.hc.core5.http.impl.DefaultContentLengthStrategy,577,279,540,554,559,512,517,501,524,473,421,512,526,524,1.2
org.apache.hc.core5.http.message.BasicNameValuePair,450,282,479,469,403,411,382,319,369,357,378,357,432,372,1.19
org.apache.hc.core5.http.nio.support.classic.SharedOutputBuffer,16075,8741,17110,12992,19088,19954,15751,16296,11674,13579,9742,10420,16216,16593,1.18
org.apache.hc.core5.http.config.Http1Config,648,488,653,732,469,565,538,659,551,515,527,464,555,646,1.17
org.apache.hc.core5.http.impl.io.SocketHolder,863,466,783,928,777,800,696,697,777,774,765,741,765,894,1.17
org.apache.hc.core5.http.impl.io.AbstractMessageParser,1764,1012,1839,1993,1394,1315,1351,1504,1629,1579,1511,1403,1853,1842,1.17
org.apache.hc.core5.util.TextUtils,4455,3705,4530,4226,4705,4810,3432,3037,3734,3316,3124,3688,4277,4198,1.17
org.apache.hc.core5.http.impl.nio.SessionOutputBufferImpl,4807,3416,4252,4730,3572,3606,4618,4378,4228,4769,4806,4277,3553,3779,1.17
org.apache.hc.core5.util.CharArrayBuffer,17372,14025,13981,18827,17545,18271,13582,12791,14993,14953,13229,13961,17066,16753,1.15
org.apache.hc.core5.reactor.ssl.SSLIOSession,712,466,858,713,697,642,639,603,618,628,612,603,553,568,1.15
org.apache.hc.core5.http.HttpException,887,661,863,820,900,797,766,726,922,682,649,708,922,861,1.14
org.apache.hc.core5.http.support.AbstractMessageBuilder,450,297,499,553,523,654,384,359,354,408,355,341,355,372,1.13
org.apache.hc.core5.http.message.BasicLineFormatter,1080,709,1276,1134,1007,944,964,822,1049,966,909,833,1103,1031,1.13
org.apache.hc.core5.http.impl.io.SessionInputBufferImpl,7122,4433,7287,6958,6636,6506,6413,6120,6712,6968,6249,6304,6719,6274,1.12
org.apache.hc.core5.net.URIAuthority,893,506,759,1267,814,724,833,747,700,773,930,768,1006,1014,1.12
org.apache.hc.core5.util.Args,11008,9530,9940,10210,9794,9677,9947,10803,9570,9593,11847,10595,9659,9841,1.1
org.apache.hc.core5.http.Method,497,303,452,451,645,438,522,379,472,528,409,382,673,644,1.08
org.apache.hc.core5.http.impl.io.AbstractMessageWriter,617,305,736,668,720,701,618,515,486,697,551,587,839,570,1.07
org.apache.hc.core5.ssl.SSLContextBuilder$TrustManagerDelegate,189,171,194,220,193,193,164,163,163,175,162,173,174,175,1.07
org.apache.hc.core5.http.ProtocolVersion,2367,1864,2306,2548,2155,2319,2581,2351,1968,2105,2144,2222,2133,2418,1.07
org.apache.hc.core5.http.impl.io.BHttpConnectionBase,1457,1092,1614,1281,1255,1087,1403,1483,1597,1368,1320,1274,1850,1685,1.06
org.apache.hc.core5.http.message.BasicHeader,702,455,663,632,636,643,719,791,697,708,747,663,671,786,1.05
org.apache.hc.core5.util.DeadlineTimeoutException,241,220,242,246,242,241,223,227,225,226,224,224,222,224,1.05
org.apache.hc.core5.pool.LaxConnPool$LeaseRequest,539,514,536,542,523,524,513,514,517,522,515,515,513,514,1.04
org.apache.hc.core5.util.Tokenizer$Cursor,3821,2963,3886,3841,3739,3786,4128,3886,3541,3655,4125,3713,3658,3519,1.03
org.apache.hc.core5.ssl.SSLContextBuilder$KeyManagerDelegate,1661,1575,1674,1663,1568,1571,1622,1625,1625,1567,1600,1609,1704,1662,1.03
org.apache.hc.core5.pool.StrictConnPool$LeaseRequest,2367,2295,2355,2371,2355,2355,2277,2272,2288,2291,2275,2282,2287,2295,1.03
org.apache.hc.core5.util.Timeout,3142,3010,3141,3142,3148,3101,3063,3070,3092,3135,3016,3003,3050,3052,1.02
org.apache.hc.core5.pool.PoolEntry,8414,8357,8428,8468,8312,8378,8218,8307,8249,8243,8317,8301,8235,8323,1.01
org.apache.hc.core5.http.nio.support.classic.AbstractSharedBuffer,1245,1231,1228,1256,1247,1258,1223,1238,1225,1219,1227,1232,1221,1237,1.01
org.apache.hc.core5.http.message.BasicListHeaderIterator,2165,1759,2197,2083,2572,2944,2257,2192,2083,1979,2207,2557,1826,1816,1.01
org.apache.hc.core5.ssl.SSLContextBuilder,32042,31231,32816,31852,31745,31905,32269,30973,31423,31308,32027,31483,31393,31458,1.01
org.apache.hc.core5.pool.StrictConnPool$PerRoutePool,8585,8490,8622,8701,8516,8541,8460,8461,8428,8438,8438,8477,8549,8524,1.01
org.apache.hc.core5.pool.LaxConnPool,11944,11582,12052,11980,11998,12035,11764,11804,11788,11828,11770,11791,11759,11771,1.01
org.apache.hc.core5.http.impl.nio.LengthDelimitedEncoder,1525,906,1644,1523,1621,1584,1530,1875,1613,1473,1577,1737,1594,1624,1.0
org.apache.hc.core5.util.Deadline,10705,10754,10737,10921,10763,10781,10557,10572,10571,10636,10613,10672,10613,10634,1.0
org.apache.hc.core5.concurrent.BasicFuture,4559,4444,4634,4762,4712,4703,4432,4453,4423,4431,4402,4478,4665,4659,1.0
org.apache.hc.core5.net.URIBuilder,9510,7910,12014,10625,11092,9668,9608,9665,9694,10338,9031,9348,7799,8346,1.0
org.apache.hc.core5.pool.PoolStats,3385,3369,3401,3404,3432,3422,3337,3351,3356,3338,3341,3344,3355,3365,1.0
org.apache.hc.core5.pool.LaxConnPool$PerRoutePool,16431,16286,16573,16579,16691,16668,16252,16295,16349,16331,16280,16326,16422,16384,1.0
org.apache.hc.core5.pool.StrictConnPool,31541,30944,31758,31944,31812,31756,31798,31730,32013,32021,31762,31884,31822,31720,0.99
org.apache.hc.core5.http.impl.nio.ExpandableBuffer,4888,4594,5277,4947,5305,5009,5094,4918,5098,4695,4878,5019,4869,4758,0.99
org.apache.hc.core5.http.nio.support.classic.SharedInputBuffer,20983,21468,21421,21470,21622,21436,21552,21820,21037,21432,21241,21468,21688,21136,0.98
org.apache.hc.core5.http.protocol.HttpCoreContext,981,718,1511,1175,1566,1314,957,894,914,988,1047,922,985,1049,0.95
org.apache.hc.core5.util.Tokenizer,5014,4300,5188,5361,5374,5626,5108,5169,5564,4999,5254,5183,6331,5649,0.95
org.apache.hc.core5.http.message.MessageSupport,1835,1168,2719,2200,2369,2061,1969,2236,2102,2098,2161,1832,1877,1866,0.93
org.apache.hc.core5.http.message.BasicLineParser,2005,1865,1861,1946,2343,2295,2065,2345,2417,2202,2319,2167,2208,2189,0.93
org.apache.hc.core5.http.message.BasicHttpRequest,2413,2295,2463,2745,2629,3318,2413,2567,2347,3000,2740,2391,2554,2767,0.93
org.apache.hc.core5.net.PercentCodec,2638,2550,2848,3035,2484,2532,2957,2360,2911,2641,2777,2301,4697,4196,0.93
org.apache.hc.core5.net.Host,2210,2155,2931,2172,2312,2146,2227,2511,2394,2223,2219,2398,2684,2658,0.93
org.apache.hc.core5.util.ByteArrayBuffer,5016,4751,5707,5749,6713,5871,5738,5587,4843,5477,5732,5396,6387,6358,0.89
org.apache.hc.core5.net.InetAddressUtils,2050,2249,1986,2139,2534,2389,2335,2173,2241,2326,2545,2726,2516,2457,0.88
org.apache.hc.core5.http.ContentType,2584,2929,2403,2567,2900,2788,3794,3484,3036,3077,3003,3048,3477,3506,0.85
org.apache.hc.core5.http.message.HeaderGroup,2585,2461,2630,2794,3511,3509,3215,3568,3597,3334,3547,3061,3351,2966,0.82
org.apache.hc.core5.util.TimeValue,13421,13646,23841,15065,27277,27252,23827,23120,14409,21448,23068,17279,24666,25740,0.66
